,roundinfo_id,fight_id,fight_round,fighter_id,kd,sig_str_made,sig_str_attempted,sig_str_percent,total_str_made,total_str_attempted,td_made,td_attempted,td_percent,pass,rev,head_attempted,head_made,body_attempted,body_made,leg_attempted,leg_made,distance_attempted,distance_made,clinch_attempted,clinch_made,ground_attempted
0,9532,1,5130,1,14,28,50,14,28,0,1,0,0,0,26,12,1,1,1,1,24,11,4,3,0,0
1,9532,1,5131,0,10,19,52,10,19,0,0,0,0,0,14,6,1,1,4,3,15,8,4,2,0,0
2,9533,1,5132,0,10,16,62,28,36,0,0,0,0,0,14,8,2,2,0,0,13,8,1,1,2,1
3,9533,1,5133,0,44,72,61,64,111,3,4,75,0,0,69,42,1,1,2,1,7,2,1,1,64,41
4,9533,2,5132,0,7,11,63,12,16,0,0,0,0,0,9,5,2,2,0,0,11,7,0,0,0,0
5,9533,2,5133,0,10,16,62,42,64,2,2,100,1,0,16,10,0,0,0,0,3,0,0,0,13,10
6,9533,3,5132,0,2,5,40,11,15,0,1,0,0,0,4,1,1,1,0,0,5,2,0,0,0,0
7,9533,3,5133,0,4,7,57,65,96,2,3,66,0,0,7,4,0,0,0,0,0,0,0,0,7,4
8,9534,1,5134,1,21,46,45,24,51,0,1,0,0,0,39,16,4,2,3,3,26,10,4,3,16,8
9,9534,1,5135,0,10,29,34,15,35,0,1,0,0,1,25,6,2,2,2,2,27,8,2,2,0,0
10,9534,2,5134,0,11,28,39,24,42,0,1,0,0,0,21,6,4,2,3,3,27,10,1,1,0,0
11,9534,2,5135,0,21,38,55,30,50,0,2,0,0,0,24,10,13,11,1,0,26,10,12,11,0,0
12,9534,3,5134,0,18,40,45,20,42,0,1,0,0,0,30,10,8,7,2,1,36,16,4,2,0,0
13,9534,3,5135,0,17,39,43,29,53,1,4,25,0,0,25,9,10,5,4,3,35,15,4,2,0,0
14,9535,1,5136,0,4,10,40,7,13,0,0,0,0,0,7,1,0,0,3,3,10,4,0,0,0,0
15,9535,1,5137,0,8,15,53,17,26,2,3,66,0,0,13,6,2,2,0,0,6,2,0,0,9,6
16,9535,2,5136,0,3,15,20,3,15,0,0,0,0,0,10,0,1,1,4,2,15,3,0,0,0,0
17,9535,2,5137,1,10,15,66,10,15,0,1,0,0,0,12,7,2,2,1,1,13,8,0,0,2,2
18,9536,1,5138,0,18,56,32,19,59,0,0,0,0,0,34,7,13,5,9,6,54,17,2,1,0,0
19,9536,1,5139,0,14,31,45,20,39,3,3,100,0,0,23,7,5,4,3,3,30,14,0,0,1,0
20,9536,2,5138,0,18,45,40,18,45,0,0,0,0,0,35,11,10,7,0,0,44,18,1,0,0,0
21,9536,2,5139,0,11,27,40,11,28,1,4,25,0,0,23,8,2,1,2,2,24,8,0,0,3,3
22,9537,1,5140,1,18,30,60,18,30,0,0,0,0,0,28,16,2,2,0,0,26,16,0,0,4,2
23,9537,1,5141,0,2,19,10,5,22,0,2,0,0,0,18,2,1,0,0,0,19,2,0,0,0,0
24,9538,1,5142,0,5,11,45,24,30,1,1,100,0,0,9,3,1,1,1,1,8,3,0,0,3,2
25,9538,1,5143,0,4,5,80,7,8,1,1,100,1,0,4,3,1,1,0,0,5,4,0,0,0,0
26,9538,2,5142,0,5,11,45,24,30,1,1,100,1,0,9,3,1,1,1,1,8,3,0,0,3,2
27,9538,2,5143,0,4,5,80,7,8,0,0,0,0,0,4,3,1,1,0,0,5,4,0,0,0,0
28,9538,3,5142,0,2,10,20,3,12,2,2,100,0,0,10,2,0,0,0,0,8,1,1,0,1,1
29,9538,3,5143,0,3,12,25,5,14,0,0,0,2,0,11,2,1,1,0,0,11,2,1,1,0,0
30,9539,1,5144,1,5,10,50,5,10,0,0,0,0,0,9,4,1,1,0,0,8,4,0,0,2,1
31,9539,1,5145,0,5,9,55,5,9,0,1,0,1,0,5,2,1,1,3,2,9,5,0,0,0,0
32,9540,1,5146,0,8,18,44,23,37,0,1,0,0,1,16,8,2,0,0,0,8,1,0,0,10,7
33,9540,1,5147,0,2,5,40,20,23,0,0,0,0,0,4,1,0,0,1,1,5,2,0,0,0,0
34,9540,2,5146,0,4,11,36,7,15,1,3,33,0,0,8,1,3,3,0,0,9,2,2,2,0,0
35,9540,2,5147,0,9,13,69,37,51,0,1,0,0,1,11,7,1,1,1,1,10,6,2,2,1,1
36,9540,3,5146,0,2,16,12,2,16,0,0,0,0,0,13,1,3,1,0,0,16,2,0,0,0,0
37,9540,3,5147,1,6,16,37,7,17,0,0,0,0,0,12,3,1,1,3,2,14,5,0,0,2,1
38,9541,1,5148,0,25,43,58,28,46,0,0,0,0,0,18,7,12,8,13,10,42,24,1,1,0,0
39,9541,1,5149,0,23,62,37,25,65,1,1,100,0,0,47,10,8,6,7,7,60,23,2,0,0,0
40,9541,2,5148,0,60,91,65,64,97,0,1,0,0,0,63,35,12,12,16,13,64,39,5,5,22,16
41,9541,2,5149,0,18,55,32,19,56,0,0,0,0,0,40,6,10,7,5,5,54,17,1,1,0,0
42,9541,3,5148,0,52,94,55,58,103,0,1,0,0,0,68,28,16,14,10,10,69,32,25,20,0,0
43,9541,3,5149,0,15,54,27,15,55,0,0,0,0,0,45,10,7,3,2,2,54,15,0,0,0,0
44,9542,1,5150,0,24,38,63,37,51,0,0,0,0,0,21,10,14,11,3,3,35,21,3,3,0,0
45,9542,1,5151,0,15,48,31,48,83,1,1,100,0,0,39,11,9,4,0,0,45,13,2,1,1,1
46,9542,2,5150,0,21,41,51,24,44,0,0,0,1,0,27,12,14,9,0,0,36,17,5,4,0,0
47,9542,2,5151,0,11,38,28,16,43,0,1,0,0,0,26,5,9,5,3,1,34,9,4,2,0,0
48,9543,1,5152,0,6,14,42,40,51,3,4,75,0,0,12,4,1,1,1,1,8,2,0,0,6,4
49,9543,1,5153,0,3,6,50,6,9,0,0,0,0,0,6,3,0,0,0,0,4,2,2,1,0,0
50,9543,2,5152,0,13,15,86,31,41,1,2,50,0,0,9,7,5,5,1,1,6,6,3,3,6,4
51,9543,2,5153,0,2,2,100,5,6,0,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
52,9543,3,5152,0,6,12,50,46,55,2,2,100,0,0,10,4,2,2,0,0,11,5,0,0,1,1
53,9543,3,5153,0,5,8,62,13,18,0,0,0,0,0,5,4,3,1,0,0,5,2,3,3,0,0
54,9544,1,5154,0,5,11,45,18,28,1,5,20,1,0,5,2,3,0,3,3,10,4,0,0,1,1
55,9544,1,5155,0,4,17,23,4,17,0,0,0,1,0,6,0,6,2,5,2,17,4,0,0,0,0
56,9544,2,5154,0,4,9,44,4,9,0,1,0,2,0,7,2,1,1,1,1,8,3,1,1,0,0
57,9544,2,5155,0,9,17,52,9,17,1,1,100,0,0,8,2,6,6,3,1,17,9,0,0,0,0
58,9545,1,5156,0,48,92,52,51,96,0,2,0,0,0,66,28,23,17,3,3,76,35,15,13,1,0
59,9545,1,5157,1,54,87,62,58,91,0,0,0,0,0,85,52,2,2,0,0,76,47,7,5,4,2
60,9545,2,5156,0,23,32,71,45,54,0,3,0,0,1,27,19,5,4,0,0,4,2,3,3,25,18
61,9545,2,5157,0,3,5,60,10,12,0,0,0,0,0,5,3,0,0,0,0,2,1,0,0,3,2
62,9545,3,5156,0,2,7,28,2,7,0,1,0,3,0,6,1,1,1,0,0,6,1,1,1,0,0
63,9545,3,5157,0,1,2,50,1,2,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0
64,9546,1,5158,0,10,14,71,22,27,1,1,100,0,0,7,4,2,1,5,5,12,8,0,0,2,2
65,9546,1,5159,0,5,20,25,16,32,0,0,0,0,0,19,5,1,0,0,0,20,5,0,0,0,0
66,9546,2,5158,0,36,85,42,36,85,0,0,0,0,0,78,32,1,0,6,4,85,36,0,0,0,0
67,9546,2,5159,0,74,115,64,74,115,1,1,100,1,0,103,64,12,10,0,0,114,73,1,1,0,0
68,9547,1,5160,0,20,41,48,21,42,0,0,0,0,0,33,13,3,2,5,5,41,20,0,0,0,0
69,9547,1,5161,0,26,63,41,26,63,0,0,0,0,0,54,17,5,5,4,4,62,25,1,1,0,0
70,9547,2,5160,0,19,47,40,19,47,0,0,0,0,0,41,16,5,2,1,1,47,19,0,0,0,0
71,9547,2,5161,0,26,73,35,26,73,1,4,25,0,0,61,15,5,4,7,7,73,26,0,0,0,0
72,9547,3,5160,0,46,73,63,46,73,0,0,0,0,0,71,44,1,1,1,1,73,46,0,0,0,0
73,9547,3,5161,0,39,93,41,39,93,0,0,0,0,0,80,30,7,3,6,6,93,39,0,0,0,0
74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,9548,1,5163,0,9,17,52,9,17,0,1,0,0,0,10,4,1,0,6,5,17,9,0,0,0,0
76,9549,1,5164,0,11,47,23,11,47,0,2,0,0,0,32,2,6,3,9,6,47,11,0,0,0,0
77,9549,1,5165,1,39,62,62,40,63,0,0,0,0,0,50,28,9,8,3,3,59,37,0,0,3,2
78,9550,1,5166,1,14,31,45,15,32,0,0,0,0,1,26,11,4,2,1,1,21,4,3,3,7,7
79,9550,1,5167,0,23,50,46,25,52,1,1,100,0,0,45,18,2,2,3,3,49,22,0,0,1,1
80,9550,2,5166,0,26,64,40,26,64,0,0,0,0,0,58,21,5,4,1,1,61,24,3,2,0,0
81,9550,2,5167,0,25,56,44,26,57,0,2,0,0,0,50,20,4,3,2,2,56,25,0,0,0,0
82,9550,3,5166,0,20,70,28,21,71,0,0,0,0,0,67,19,3,1,0,0,69,20,1,0,0,0
83,9550,3,5167,0,22,62,35,22,62,0,1,0,0,0,52,16,7,4,3,2,59,21,3,1,0,0
84,9551,1,5168,1,21,45,46,26,50,0,0,0,0,0,33,14,5,2,7,5,44,20,1,1,0,0
85,9551,1,5169,0,25,51,49,25,51,1,2,50,0,0,42,18,7,5,2,2,49,23,1,1,1,1
86,9551,2,5168,0,27,57,47,27,57,0,1,0,0,0,39,12,5,5,13,10,56,27,1,0,0,0
87,9551,2,5169,0,35,113,30,35,113,0,2,0,0,0,105,30,5,2,3,3,111,34,2,1,0,0
88,9551,3,5168,0,26,68,38,26,68,0,0,0,0,0,56,19,6,3,6,4,68,26,0,0,0,0
89,9551,3,5169,0,43,110,39,45,112,0,5,0,0,0,93,31,11,6,6,6,110,43,0,0,0,0
90,9552,1,5170,0,19,26,73,38,46,0,1,0,0,0,9,4,13,12,4,3,9,3,17,16,0,0
91,9552,1,5171,0,24,37,64,34,47,0,1,0,0,0,28,16,8,8,1,0,16,5,21,19,0,0
92,9552,2,5170,0,2,3,66,2,3,0,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0
93,9552,2,5171,1,10,15,66,10,15,0,0,0,0,0,15,10,0,0,0,0,11,8,4,2,0,0
94,9553,1,5172,0,20,26,76,22,28,0,0,0,0,0,15,9,10,10,1,1,16,11,10,9,0,0
95,9553,1,5173,1,19,29,65,22,33,0,0,0,0,0,28,18,0,0,1,1,13,8,5,3,11,8
96,9554,1,5174,0,8,16,50,12,20,2,5,40,2,0,14,6,1,1,1,1,12,5,2,2,2,1
97,9554,1,5175,0,3,13,23,3,13,0,1,0,0,0,8,0,5,3,0,0,12,3,1,0,0,0
98,9555,1,5176,0,6,17,35,13,24,0,0,0,0,0,13,2,1,1,3,3,17,6,0,0,0,0
99,9555,1,5177,0,8,16,50,20,31,4,4,100,0,0,12,4,3,3,1,1,13,5,0,0,3,3
100,9555,2,5176,0,8,24,33,13,30,0,0,0,0,0,21,6,1,0,2,2,21,7,3,1,0,0
101,9555,2,5177,0,24,33,72,38,50,2,3,66,1,0,29,20,4,4,0,0,12,7,3,3,18,14
102,9555,3,5176,0,7,24,29,16,34,0,1,0,0,0,18,2,5,4,1,1,22,6,2,1,0,0
103,9555,3,5177,0,14,20,70,38,47,1,1,100,0,0,17,11,2,2,1,1,12,7,2,1,6,6
104,9556,1,5178,0,5,7,71,33,39,0,1,0,2,2,3,1,4,4,0,0,5,4,1,1,1,0
105,9556,1,5179,0,15,28,53,20,33,1,1,100,0,1,18,7,5,4,5,4,21,11,3,3,4,1
106,9556,2,5178,0,17,20,85,73,79,0,1,0,2,0,18,15,2,2,0,0,4,2,0,0,16,15
107,9556,2,5179,0,8,13,61,14,22,0,0,0,0,0,11,6,2,2,0,0,8,5,0,0,5,3
108,9556,3,5178,0,18,22,81,57,62,0,0,0,3,1,10,6,12,12,0,0,3,1,0,0,19,17
109,9556,3,5179,0,3,4,75,22,23,0,0,0,0,0,4,3,0,0,0,0,2,1,0,0,2,2
110,9557,1,5180,0,16,37,43,17,38,0,0,0,0,0,29,8,8,8,0,0,29,8,8,8,0,0
111,9557,1,5181,0,35,90,38,50,105,0,0,0,0,0,48,6,35,23,7,6,64,17,26,18,0,0
112,9557,2,5180,0,15,28,53,15,28,0,1,0,0,0,25,12,3,3,0,0,24,11,4,4,0,0
113,9557,2,5181,0,47,79,59,79,113,0,0,0,0,0,45,20,27,20,7,7,29,10,16,14,34,23
114,9558,1,5182,0,32,43,74,52,66,1,4,25,1,0,35,26,5,3,3,3,17,9,2,2,24,21
115,9558,1,5183,0,20,36,55,22,39,0,0,0,0,0,31,17,5,3,0,0,34,18,1,1,1,1
116,9559,1,5184,0,36,90,40,37,91,1,3,33,0,0,72,21,14,12,4,3,90,36,0,0,0,0
117,9559,1,5185,1,26,41,63,27,42,0,1,0,0,0,34,19,4,4,3,3,37,23,0,0,4,3
118,9559,2,5184,0,48,89,53,48,89,0,1,0,0,0,60,23,17,13,12,12,89,48,0,0,0,0
119,9559,2,5185,0,23,51,45,23,51,0,0,0,0,0,41,15,9,8,1,0,51,23,0,0,0,0
120,9559,3,5184,0,37,64,57,46,73,0,1,0,0,0,55,29,7,6,2,2,61,35,3,2,0,0
121,9559,3,5185,0,12,29,41,14,31,0,0,0,0,0,21,5,0,0,8,7,27,11,1,0,1,1
122,9559,4,5184,0,10,20,50,27,37,0,0,0,0,0,19,9,1,1,0,0,12,2,0,0,8,8
123,9559,4,5185,1,10,12,83,15,18,0,0,0,0,0,8,6,4,4,0,0,7,5,2,2,3,3
124,9559,5,5184,0,18,42,42,35,60,0,0,0,0,0,32,12,9,6,1,0,37,14,5,4,0,0
125,9559,5,5185,0,15,28,53,17,30,0,0,0,1,0,25,12,3,3,0,0,24,13,0,0,4,2
126,9560,1,5186,0,21,41,51,21,41,0,0,0,0,0,28,9,8,7,5,5,41,21,0,0,0,0
127,9560,1,5187,0,19,35,54,19,35,0,0,0,0,0,18,10,10,7,7,2,35,19,0,0,0,0
128,9560,2,5186,0,22,50,44,23,51,0,1,0,0,0,30,8,13,8,7,6,49,22,1,0,0,0
129,9560,2,5187,0,30,59,50,30,59,0,0,0,0,0,38,14,17,13,4,3,57,28,2,2,0,0
130,9560,3,5186,0,16,24,66,18,26,1,3,33,0,0,14,6,5,5,5,5,24,16,0,0,0,0
131,9560,3,5187,0,17,29,58,17,29,0,0,0,0,0,22,12,3,2,4,3,29,17,0,0,0,0
132,9561,1,5188,0,6,12,50,6,12,0,1,0,0,0,7,2,3,2,2,2,11,5,1,1,0,0
133,9561,1,5189,1,4,10,40,4,10,0,0,0,0,0,8,2,2,2,0,0,7,1,2,2,1,1
134,9562,1,5190,0,8,30,26,34,57,1,4,25,0,0,27,6,1,1,2,1,26,5,1,0,3,3
135,9562,1,5191,1,39,58,67,63,90,0,0,0,0,0,38,21,18,16,2,2,19,11,23,16,16,12
136,9562,2,5190,0,10,20,50,16,30,1,3,33,1,0,12,2,5,5,3,3,12,2,0,0,8,8
137,9562,2,5191,0,2,2,100,2,2,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0
138,9563,1,5192,0,22,45,48,23,46,0,2,0,1,0,33,11,6,6,6,5,44,22,1,0,0,0
139,9563,1,5193,0,31,49,63,34,55,0,0,0,0,0,39,22,7,6,3,3,46,29,0,0,3,2
140,9563,2,5192,0,21,26,80,21,26,0,1,0,0,0,20,15,4,4,2,2,22,17,4,4,0,0
141,9563,2,5193,1,30,41,73,30,41,0,0,0,0,0,26,16,15,14,0,0,30,20,10,10,1,0
142,9564,1,5194,1,26,56,46,29,59,0,0,0,0,0,51,21,4,4,1,1,42,18,1,1,13,7
143,9564,1,5195,0,15,32,46,17,34,0,0,0,0,0,21,6,10,8,1,1,31,15,0,0,1,0
144,9564,2,5194,0,29,78,37,29,78,0,0,0,0,0,64,21,14,8,0,0,78,29,0,0,0,0
145,9564,2,5195,0,23,47,48,24,48,0,1,0,0,0,32,12,15,11,0,0,47,23,0,0,0,0
146,9564,3,5194,0,35,96,36,35,96,0,0,0,0,0,85,28,10,6,1,1,96,35,0,0,0,0
147,9564,3,5195,0,27,65,41,28,67,0,0,0,0,0,53,17,11,9,1,1,64,26,1,1,0,0
148,9565,1,5196,0,13,29,44,13,29,0,0,0,1,0,20,5,6,5,3,3,28,12,1,1,0,0
149,9565,1,5197,0,30,53,56,67,91,1,1,100,0,0,51,28,1,1,1,1,22,9,1,0,30,21
150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
151,9566,1,5199,0,31,79,39,31,79,0,0,0,0,0,61,19,11,6,7,6,78,31,1,0,0,0
152,9567,1,5200,0,21,40,52,24,43,0,0,0,0,0,17,4,5,4,18,13,36,17,4,4,0,0
153,9567,1,5201,0,26,45,57,29,49,1,3,33,0,0,19,5,16,12,10,9,38,19,7,7,0,0
154,9567,2,5200,0,32,75,42,38,81,0,0,0,0,0,60,20,8,6,7,6,73,30,2,2,0,0
155,9567,2,5201,0,49,85,57,52,88,2,2,100,0,0,56,28,21,14,8,7,77,42,4,4,4,3
156,9567,3,5200,0,55,102,53,72,119,0,0,0,0,0,75,31,23,20,4,4,96,50,6,5,0,0
157,9567,3,5201,0,43,79,54,44,80,1,3,33,0,0,61,29,14,11,4,3,72,40,7,3,0,0
158,9568,1,5202,0,37,87,42,39,89,0,0,0,0,0,69,25,15,10,3,2,80,32,7,5,0,0
159,9568,1,5203,0,24,64,37,26,66,0,0,0,0,0,60,21,4,3,0,0,59,19,5,5,0,0
160,9568,2,5202,0,37,80,46,46,89,0,0,0,0,0,65,26,11,7,4,4,78,35,2,2,0,0
161,9568,2,5203,0,23,70,32,35,82,0,2,0,0,0,61,17,7,5,2,1,63,18,7,5,0,0
162,9568,3,5202,0,60,104,57,61,105,0,0,0,0,0,89,51,15,9,0,0,99,56,5,4,0,0
163,9568,3,5203,0,33,76,43,45,88,0,3,0,0,0,68,27,8,6,0,0,72,29,4,4,0,0
164,9569,1,5204,0,6,12,50,13,19,0,2,0,0,1,12,6,0,0,0,0,12,6,0,0,0,0
165,9569,1,5205,1,19,25,76,31,37,1,3,33,0,1,16,10,6,6,3,3,11,6,6,6,8,7
166,9569,2,5204,0,30,50,60,30,50,0,0,0,0,0,42,22,6,6,2,2,50,30,0,0,0,0
167,9569,2,5205,0,17,56,30,17,56,0,1,0,0,0,47,12,6,3,3,2,56,17,0,0,0,0
168,9569,3,5204,0,8,15,53,23,30,0,0,0,0,0,13,6,2,2,0,0,15,8,0,0,0,0
169,9569,3,5205,0,19,30,63,34,46,0,0,0,0,0,19,10,7,5,4,4,26,15,4,4,0,0
170,9570,1,5206,0,18,25,72,38,49,1,1,100,0,0,20,14,5,4,0,0,4,3,0,0,21,15
171,9570,1,5207,0,9,11,81,23,25,0,0,0,0,0,8,6,1,1,2,2,7,7,0,0,4,2
172,9570,2,5206,0,17,30,56,21,35,0,5,0,0,0,18,11,11,6,1,0,19,12,9,3,2,2
173,9570,2,5207,0,12,23,52,37,50,0,0,0,0,0,11,3,9,6,3,3,14,6,8,5,1,1
174,9570,3,5206,0,8,13,61,13,19,0,2,0,1,0,10,6,2,1,1,1,9,4,2,2,2,2
175,9570,3,5207,0,17,21,80,36,48,1,1,100,0,0,9,6,10,9,2,2,12,9,6,5,3,3
176,9571,1,5208,0,23,32,71,23,32,0,0,0,0,0,14,5,10,10,8,8,28,19,4,4,0,0
177,9571,1,5209,1,27,49,55,27,50,0,0,0,0,0,34,16,12,8,3,3,38,18,6,4,5,5
178,9572,1,5210,0,14,38,36,18,44,0,1,0,0,0,36,12,1,1,1,1,36,13,2,1,0,0
179,9572,1,5211,0,13,38,34,16,41,0,0,0,0,0,24,8,11,4,3,1,37,13,1,0,0,0
180,9572,2,5210,0,29,54,53,29,54,0,0,0,0,0,48,24,3,2,3,3,54,29,0,0,0,0
181,9572,2,5211,0,21,54,38,21,54,0,2,0,0,0,42,14,10,6,2,1,54,21,0,0,0,0
182,9572,3,5210,0,20,55,36,28,63,0,0,0,0,0,52,18,3,2,0,0,55,20,0,0,0,0
183,9572,3,5211,0,24,57,42,26,59,0,1,0,0,0,28,4,24,15,5,5,54,21,3,3,0,0
184,9572,4,5210,0,20,43,46,50,78,0,0,0,0,0,39,16,4,4,0,0,38,15,5,5,0,0
185,9572,4,5211,0,31,54,57,44,70,1,2,50,0,0,27,8,25,21,2,2,45,24,9,7,0,0
186,9572,5,5210,0,30,73,41,31,74,0,0,0,0,0,68,25,5,5,0,0,71,28,2,2,0,0
187,9572,5,5211,0,33,73,45,38,78,0,1,0,0,0,54,18,18,14,1,1,70,31,3,2,0,0
188,9573,1,5212,0,4,14,28,4,15,0,0,0,0,0,12,2,2,2,0,0,14,4,0,0,0,0
189,9573,1,5213,0,10,19,52,19,30,2,3,66,0,0,11,3,0,0,8,7,19,10,0,0,0,0
190,9573,2,5212,0,8,18,44,29,43,0,0,0,0,0,17,7,1,1,0,0,17,7,1,1,0,0
191,9573,2,5213,0,5,18,27,18,32,1,3,33,0,0,15,2,2,2,1,1,18,5,0,0,0,0
192,9573,3,5212,0,17,25,68,38,49,1,1,100,0,0,15,10,10,7,0,0,11,7,5,4,9,6
193,9573,3,5213,0,3,5,60,14,18,2,2,100,0,0,5,3,0,0,0,0,5,3,0,0,0,0
194,9574,1,5214,0,27,68,39,30,72,0,0,0,0,0,36,8,7,3,25,16,67,26,1,1,0,0
195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196,9575,1,5216,0,21,35,60,23,37,1,4,25,0,0,15,4,1,1,19,16,35,21,0,0,0,0
197,9575,1,5217,1,33,61,54,45,74,0,0,0,0,0,55,28,2,1,4,4,57,30,0,0,4,3
198,9575,2,5216,0,1,2,50,59,85,1,2,50,1,0,1,0,0,0,1,1,2,1,0,0,0,0
199,9575,2,5217,0,4,4,100,10,12,0,0,0,0,0,2,2,0,0,2,2,4,4,0,0,0,0
200,9575,3,5216,0,5,11,45,70,96,1,2,50,0,1,9,3,0,0,2,2,10,4,0,0,1,1
201,9575,3,5217,0,6,17,35,48,68,0,0,0,0,0,16,6,1,0,0,0,17,6,0,0,0,0
202,9576,1,5218,0,29,74,39,29,74,0,0,0,0,0,42,5,21,15,11,9,74,29,0,0,0,0
203,9576,1,5219,0,24,65,36,24,65,0,0,0,0,0,52,15,9,5,4,4,65,24,0,0,0,0
204,9576,2,5218,0,27,92,29,27,93,0,1,0,0,0,66,19,18,3,8,5,91,27,1,0,0,0
205,9576,2,5219,0,31,81,38,31,81,0,0,0,0,0,70,21,5,4,6,6,81,31,0,0,0,0
206,9576,3,5218,0,42,107,39,42,107,0,0,0,0,0,74,16,29,22,4,4,107,42,0,0,0,0
207,9576,3,5219,0,45,109,41,45,109,0,0,0,0,0,90,30,8,5,11,10,109,45,0,0,0,0
208,9577,1,5220,0,6,11,54,45,59,2,6,33,1,0,8,3,1,1,2,2,11,6,0,0,0,0
209,9577,1,5221,0,8,11,72,9,13,0,0,0,0,0,6,3,3,3,2,2,10,7,1,1,0,0
210,9577,2,5220,0,3,3,100,56,60,1,1,100,2,1,2,2,0,0,1,1,1,1,0,0,2,2
211,9577,2,5221,0,2,6,33,2,6,0,0,0,0,0,5,1,0,0,1,1,6,2,0,0,0,0
212,9577,3,5220,0,7,10,70,10,13,2,4,50,0,0,7,4,3,3,0,0,8,5,2,2,0,0
213,9577,3,5221,0,7,18,38,25,36,1,1,100,0,0,10,1,8,6,0,0,13,2,5,5,0,0
214,9578,1,5222,0,13,24,54,20,32,2,3,66,0,0,17,7,6,5,1,1,23,12,1,1,0,0
215,9578,1,5223,0,13,44,29,16,47,0,2,0,0,0,32,6,8,3,4,4,41,12,3,1,0,0
216,9578,2,5222,0,11,35,31,15,40,2,3,66,0,0,28,6,6,4,1,1,33,11,0,0,2,0
217,9578,2,5223,0,17,40,42,17,40,3,3,100,0,0,27,5,10,9,3,3,39,17,1,0,0,0
218,9578,3,5222,0,11,32,34,20,45,3,6,50,0,0,29,8,1,1,2,2,27,8,2,2,3,1
219,9578,3,5223,0,17,43,39,23,49,0,2,0,0,0,35,10,8,7,0,0,41,16,2,1,0,0
220,9579,1,5224,0,7,24,29,21,42,1,1,100,0,0,13,4,8,1,3,2,24,7,0,0,0,0
221,9579,1,5225,0,13,28,46,20,35,1,4,25,0,0,24,9,3,3,1,1,28,13,0,0,0,0
222,9579,2,5224,0,5,10,50,15,22,0,0,0,0,0,6,2,3,2,1,1,8,4,2,1,0,0
223,9579,2,5225,0,9,15,60,25,40,2,4,50,0,0,11,5,2,2,2,2,7,4,2,2,6,3
224,9579,3,5224,0,3,5,60,36,61,0,1,0,0,0,4,2,1,1,0,0,2,0,1,1,2,2
225,9579,3,5225,0,1,2,50,19,23,2,4,50,1,0,1,0,1,1,0,0,0,0,2,1,0,0
226,9580,1,5226,0,14,25,56,29,44,3,4,75,0,0,15,5,3,3,7,6,19,8,3,3,3,3
227,9580,1,5227,0,13,33,39,23,46,0,0,0,0,0,26,8,5,4,2,1,27,9,2,1,4,3
228,9580,2,5226,0,38,73,52,38,73,0,3,0,0,0,60,26,5,4,8,8,70,36,3,2,0,0
229,9580,2,5227,0,32,74,43,33,75,0,0,0,0,0,65,25,7,5,2,2,72,31,2,1,0,0
230,9580,3,5226,0,8,35,22,13,41,2,3,66,0,0,35,8,0,0,0,0,34,8,1,0,0,0
231,9580,3,5227,0,20,35,57,22,40,1,3,33,0,0,25,11,6,5,4,4,34,20,1,0,0,0
232,9581,1,5228,0,5,21,23,10,27,1,3,33,0,0,14,1,3,2,4,2,21,5,0,0,0,0
233,9581,1,5229,0,19,30,63,22,34,1,1,100,0,1,17,7,5,4,8,8,23,14,0,0,7,5
234,9581,2,5228,0,9,18,50,48,64,0,2,0,0,2,16,8,1,0,1,1,18,9,0,0,0,0
235,9581,2,5229,0,12,19,63,15,24,1,1,100,0,1,11,6,6,5,2,1,19,12,0,0,0,0
236,9581,3,5228,0,3,10,30,53,99,3,3,100,0,0,8,2,1,0,1,1,8,1,0,0,2,2
237,9581,3,5229,0,4,7,57,12,18,0,0,0,0,0,6,3,0,0,1,1,7,4,0,0,0,0
238,9582,1,5230,0,11,39,28,16,45,2,2,100,1,0,30,5,6,4,3,2,37,10,1,0,1,1
239,9582,1,5231,0,11,27,40,22,39,0,0,0,0,0,11,3,4,2,12,6,27,11,0,0,0,0
240,9582,2,5230,1,23,63,36,24,67,0,1,0,0,0,56,20,6,2,1,1,55,18,2,1,6,4
241,9582,2,5231,0,19,47,40,20,51,0,0,0,0,0,28,9,9,2,10,8,46,19,1,0,0,0
242,9582,3,5230,0,26,57,45,27,58,0,0,0,0,0,40,15,13,8,4,3,56,25,1,1,0,0
243,9582,3,5231,0,23,56,41,23,57,0,0,0,0,0,33,11,9,2,14,10,53,20,3,3,0,0
244,9583,1,5232,0,38,57,66,42,62,1,2,50,0,0,30,16,9,8,18,14,57,38,0,0,0,0
245,9583,1,5233,0,37,79,46,38,80,0,3,0,0,0,43,12,13,7,23,18,75,35,0,0,4,2
246,9583,2,5232,0,58,110,52,59,111,0,0,0,0,0,69,29,34,23,7,6,107,56,2,2,1,0
